,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
9849,0.0,1.0,1.0,0.25,0.5,0.08333333333333333,0.4418604651162791,0.8611111111111112,0.0
9855,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
9856,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.5038759689922481,0.8611111111111112,0.0
9857,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.5,0.0
9860,0.0,0.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.34108527131782945,0.6111111111111112,0.0
9864,0.0,1.0,1.0,0.0,0.0,0.75,0.4418604651162791,0.5,0.0
9866,1.0,1.0,1.0,0.5,1.0,0.75,0.5116279069767442,0.6388888888888888,0.0
9874,0.0,1.0,1.0,0.25,0.6666666666666666,0.08333333333333333,0.46511627906976744,0.25,0.0
9878,0.0,1.0,1.0,0.25,0.8333333333333334,0.3333333333333333,0.6744186046511628,0.6388888888888888,1.0
9880,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3178294573643411,0.5,0.0
9881,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.06201550387596899,0.19444444444444445,0.0
9886,0.0,0.0,0.0,0.25,0.8333333333333334,0.75,0.5426356589147286,0.3333333333333333,0.0
9887,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.5,0.0
9892,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
9893,0.0,0.0,0.0,0.25,0.0,0.75,0.3875968992248062,0.4444444444444444,0.0
9894,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.6111111111111112,0.0
9896,0.0,1.0,0.0,0.25,0.5,0.08333333333333333,0.3023255813953488,0.5,0.0
9897,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.5,0.0
9900,0.0,1.0,1.0,0.75,0.6666666666666666,0.5833333333333334,0.3178294573643411,0.8055555555555556,0.0
9901,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.9689922480620154,0.5,0.0
9902,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.9147286821705426,0.19444444444444445,0.0
9903,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.5,0.0
9909,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.3643410852713178,0.08333333333333333,0.0
9910,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.2868217054263566,0.5833333333333334,0.0
9913,0.0,1.0,0.0,0.75,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
9915,0.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.46511627906976744,0.5,0.0
9919,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.4418604651162791,0.5,0.0
9924,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.17054263565891473,0.5,0.0
9927,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.3333333333333333,0.0
9931,0.0,1.0,0.0,0.25,0.8333333333333334,0.16666666666666666,0.9147286821705426,0.19444444444444445,0.0
9934,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.4418604651162791,0.5,0.0
9936,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.3875968992248062,0.5,0.0
9938,0.0,1.0,1.0,0.25,0.16666666666666666,0.4166666666666667,0.05426356589147287,0.5555555555555556,0.0
9941,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.05426356589147287,0.3333333333333333,0.0
9943,0.0,0.0,0.0,0.25,1.0,0.16666666666666666,0.3875968992248062,0.4444444444444444,0.0
9944,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.24806201550387597,0.5833333333333334,0.0
9945,0.0,0.0,0.0,0.25,0.3333333333333333,0.16666666666666666,0.6046511627906976,0.4444444444444444,0.0
9948,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.8055555555555556,0.0
9949,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.046511627906976744,0.3333333333333333,0.0
9951,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.5,0.0
9959,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
9962,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3875968992248062,0.4444444444444444,0.0
9964,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.24806201550387597,0.5,0.0
9967,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.17054263565891473,0.8611111111111112,0.0
9968,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.3333333333333333,1.0
9969,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.689922480620155,0.5,0.0
9970,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.5,0.0
9971,0.0,1.0,1.0,0.25,0.16666666666666666,0.4166666666666667,0.9147286821705426,0.3333333333333333,1.0
9973,0.0,1.0,0.0,0.25,1.0,0.08333333333333333,0.5271317829457365,0.5,0.0
9975,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.17829457364341086,0.6388888888888888,0.0
9976,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.16666666666666666,0.0
9977,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.17054263565891473,0.6111111111111112,0.0
9980,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.25,0.0
9982,1.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.32558139534883723,0.8611111111111112,0.0
9984,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.05555555555555555,0.0
9988,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.8611111111111112,0.0
9993,0.0,1.0,1.0,0.25,0.0,0.75,0.46511627906976744,0.027777777777777776,0.0
9995,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.4444444444444444,0.0
9996,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.4444444444444444,0.0
9997,1.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.027777777777777776,0.0
9998,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.4444444444444444,0.0
10000,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.4444444444444444,0.0
10002,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.9147286821705426,0.027777777777777776,0.0
10006,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.6111111111111112,0.0
10010,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.4186046511627907,0.4444444444444444,0.0
10011,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.3333333333333333,0.0
10013,0.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.8604651162790697,0.1111111111111111,0.0
10018,0.0,0.0,0.0,0.25,0.8333333333333334,0.75,0.17054263565891473,0.3333333333333333,0.0
10019,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.6944444444444444,0.0
10020,0.0,1.0,0.0,0.25,1.0,0.75,0.9534883720930233,0.5,0.0
10021,0.0,1.0,0.0,0.25,0.16666666666666666,0.0,0.2248062015503876,0.25,0.0
10026,0.0,1.0,1.0,1.0,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.6388888888888888,0.0
10027,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.46511627906976744,0.5,0.0
10028,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
10033,0.0,1.0,0.0,0.25,0.6666666666666666,0.5833333333333334,0.7829457364341085,0.16666666666666666,0.0
10036,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.3333333333333333,0.0
10039,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.3333333333333333,0.0
10050,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.5,0.0
10051,0.0,1.0,0.0,0.0,0.8333333333333334,0.75,0.06201550387596899,0.5,0.0
10052,0.0,1.0,0.0,0.25,0.0,0.16666666666666666,0.9457364341085271,0.5555555555555556,0.0
10053,0.0,1.0,1.0,1.0,0.6666666666666666,0.4166666666666667,0.3023255813953488,0.6388888888888888,0.0
10054,0.0,1.0,0.0,0.25,0.0,0.75,0.46511627906976744,0.8333333333333334,0.0
10055,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.24806201550387597,0.3333333333333333,0.0
10066,0.0,1.0,1.0,0.0,0.3333333333333333,0.75,0.20155038759689922,0.19444444444444445,0.0
10067,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.24806201550387597,0.3333333333333333,0.0
10070,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.3178294573643411,0.8055555555555556,0.0
10071,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.9147286821705426,0.19444444444444445,0.0
10073,0.0,1.0,1.0,0.25,0.0,0.16666666666666666,0.9457364341085271,0.5,0.0
10075,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
10077,0.0,1.0,1.0,0.25,0.5,0.08333333333333333,0.6666666666666666,0.1388888888888889,0.0
10079,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.24806201550387597,0.3333333333333333,0.0
10080,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.6046511627906976,0.027777777777777776,0.0
10081,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.8604651162790697,0.3888888888888889,0.0
10082,1.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.32558139534883723,0.6111111111111112,0.0
10084,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.027777777777777776,0.0
10085,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.8611111111111112,0.0
10088,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.5503875968992248,0.5555555555555556,0.0
10097,0.0,1.0,0.0,0.25,1.0,0.75,0.3875968992248062,0.4444444444444444,0.0
10101,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10103,0.0,1.0,1.0,0.75,0.0,0.3333333333333333,0.8604651162790697,0.8611111111111112,0.0
10104,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.08527131782945736,0.3333333333333333,0.0
10110,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10113,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.5736434108527132,0.3333333333333333,0.0
10114,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
10115,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.8604651162790697,0.3333333333333333,0.0
10118,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.11627906976744186,0.5,0.0
10120,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.40310077519379844,0.027777777777777776,0.0
10121,0.0,1.0,0.0,0.25,1.0,0.75,0.49612403100775193,0.0,0.0
10125,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.5038759689922481,0.19444444444444445,0.0
10129,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10131,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5116279069767442,0.027777777777777776,0.0
10132,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.6744186046511628,0.3333333333333333,0.0
10133,0.0,1.0,1.0,0.25,0.16666666666666666,0.4166666666666667,0.05426356589147287,0.5555555555555556,0.0
10136,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5038759689922481,0.1388888888888889,0.0
10138,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.17829457364341086,0.5,0.0
10139,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10140,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10141,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.8604651162790697,0.8611111111111112,0.0
10142,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
10143,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
10144,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.14728682170542637,0.05555555555555555,0.0
10147,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
10149,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
10150,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10151,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10152,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10153,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.24806201550387597,0.7222222222222222,0.0
10154,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.8604651162790697,0.8611111111111112,0.0
10155,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.08333333333333333,0.0
10157,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10158,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10160,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10161,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.027777777777777776,0.0
10162,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.7222222222222222,0.0
10163,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10167,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
10168,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.17054263565891473,0.9166666666666666,0.0
10169,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
10170,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5038759689922481,0.19444444444444445,0.0
10171,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17829457364341086,0.25,0.0
10172,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.9689922480620154,0.5,0.0
10175,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.20155038759689922,0.5555555555555556,0.0
10178,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.5503875968992248,0.6111111111111112,0.0
10179,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
10181,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.3023255813953488,0.3611111111111111,0.0
10182,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.3023255813953488,0.3888888888888889,0.0
10183,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.6821705426356589,0.25,0.0
10186,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.031007751937984496,0.8611111111111112,0.0
10187,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3488372093023256,0.19444444444444445,0.0
10188,0.0,1.0,0.0,0.25,0.8333333333333334,0.8333333333333334,0.24806201550387597,0.3333333333333333,0.0
10190,0.0,1.0,0.0,0.25,1.0,0.3333333333333333,0.9689922480620154,0.5,0.0
10191,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10192,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.6388888888888888,0.0
10193,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.8217054263565892,0.027777777777777776,0.0
10194,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10197,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.6111111111111112,0.0
10201,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10204,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10210,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.9534883720930233,0.4166666666666667,0.0
10211,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5271317829457365,0.6111111111111112,0.0
10213,0.0,1.0,1.0,0.0,0.8333333333333334,0.08333333333333333,0.4496124031007752,0.5,0.0
10214,0.0,0.0,0.0,0.25,0.0,0.0,0.3875968992248062,0.4444444444444444,0.0
10215,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3875968992248062,0.7777777777777778,0.0
10216,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.4728682170542636,0.19444444444444445,0.0
10217,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.4263565891472868,0.8611111111111112,0.0
10220,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.19444444444444445,0.0
10221,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.4418604651162791,0.6111111111111112,0.0
10224,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10226,0.0,1.0,0.0,0.25,1.0,0.16666666666666666,0.3875968992248062,0.4444444444444444,0.0
10228,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10229,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.6046511627906976,0.027777777777777776,0.0
10230,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.5555555555555556,1.0
10233,0.0,1.0,1.0,1.0,0.6666666666666666,0.5833333333333334,0.23255813953488372,0.25,0.0
10235,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.1388888888888889,0.0
10236,0.0,1.0,0.0,0.25,0.0,0.75,0.5736434108527132,0.6111111111111112,0.0
10237,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.18604651162790697,0.19444444444444445,0.0
10238,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10239,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10240,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
10241,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5503875968992248,0.8055555555555556,0.0
10242,0.0,0.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.34108527131782945,0.6111111111111112,0.0
10245,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10247,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5038759689922481,0.5555555555555556,0.0
10248,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10249,0.0,1.0,1.0,0.5,0.0,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
10253,0.0,1.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.5503875968992248,0.5555555555555556,0.0
10255,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10258,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10259,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.26356589147286824,0.19444444444444445,0.0
10260,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10261,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.027777777777777776,0.0
10262,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10264,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.37209302325581395,0.19444444444444445,0.0
10265,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5038759689922481,0.19444444444444445,0.0
10266,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.3023255813953488,0.19444444444444445,0.0
10267,1.0,1.0,1.0,0.25,0.8333333333333334,0.4166666666666667,0.4418604651162791,0.3333333333333333,0.0
10269,0.0,1.0,1.0,0.75,1.0,0.75,0.4418604651162791,0.6388888888888888,0.0
10271,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3488372093023256,0.19444444444444445,0.0
10272,1.0,1.0,1.0,0.25,0.3333333333333333,0.4166666666666667,0.4418604651162791,0.3333333333333333,0.0
10273,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
10276,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10277,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10278,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10279,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.5,0.0
10280,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10281,0.0,1.0,1.0,0.0,0.3333333333333333,0.5833333333333334,0.24031007751937986,0.3055555555555556,0.0
10283,0.0,1.0,1.0,0.25,0.8333333333333334,0.16666666666666666,0.4418604651162791,0.5,0.0
10284,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.6046511627906976,0.4444444444444444,0.0
10285,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10286,0.0,1.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.5503875968992248,0.5555555555555556,0.0
10287,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10288,0.0,1.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.20155038759689922,0.6111111111111112,0.0
10291,1.0,1.0,1.0,0.25,0.8333333333333334,0.3333333333333333,0.4418604651162791,0.16666666666666666,0.0
10293,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5038759689922481,0.19444444444444445,0.0
10294,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5038759689922481,0.19444444444444445,0.0
10295,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
10296,0.0,1.0,0.0,0.25,0.0,0.75,0.17054263565891473,0.8055555555555556,0.0
10297,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.05555555555555555,0.0
10298,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.3488372093023256,0.19444444444444445,0.0
10299,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10300,0.0,1.0,1.0,0.25,1.0,0.4166666666666667,0.17054263565891473,0.5,0.0
10301,0.0,1.0,0.0,0.75,0.6666666666666666,0.16666666666666666,0.0,0.05555555555555555,0.0
10302,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.6111111111111112,0.0
10304,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.5271317829457365,0.5,0.0
10305,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.2248062015503876,0.25,0.0
10307,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
10308,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.1937984496124031,0.19444444444444445,0.0
10309,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
10311,0.0,1.0,1.0,0.25,0.8333333333333334,0.4166666666666667,0.05426356589147287,0.3333333333333333,0.0
10312,0.0,1.0,1.0,1.0,0.3333333333333333,0.08333333333333333,0.17054263565891473,0.5,0.0
10313,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10314,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.19444444444444445,0.0
10315,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10316,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.16666666666666666,0.0
10317,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.027777777777777776,0.0
10319,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.5,0.0
10321,1.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.32558139534883723,0.8611111111111112,0.0
10322,0.0,1.0,0.0,0.75,0.6666666666666666,0.5833333333333334,0.27906976744186046,0.4166666666666667,0.0
10324,0.0,1.0,1.0,0.25,0.0,0.0,0.4418604651162791,0.5,0.0
10329,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5038759689922481,0.19444444444444445,0.0
10332,0.0,1.0,0.0,0.25,1.0,0.16666666666666666,0.49612403100775193,0.027777777777777776,0.0
10336,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.08333333333333333,0.0
10339,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.3023255813953488,0.6111111111111112,0.0
10340,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.3023255813953488,0.5555555555555556,0.0
10342,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3023255813953488,0.5,0.0
10344,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10345,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
10347,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
10348,0.0,1.0,1.0,0.25,1.0,0.75,0.4418604651162791,0.5,0.0
